test_ID,test_file,success_on_attempt_#
649,dafny-synthesis_task_id_80_no_hints.dfy,0
650,dafny-synthesis_task_id_82_no_hints.dfy,0
651,dafny-synthesis_task_id_85_no_hints.dfy,0
652,dafny-synthesis_task_id_86_no_hints.dfy,0
653,dafny-synthesis_task_id_89_no_hints.dfy,0
654,dafny-synthesis_task_id_8_no_hints.dfy,5
655,dafny-synthesis_task_id_94_no_hints.dfy,1
656,dafny-synthesis_task_id_95_no_hints.dfy,1
657,dafny-training_tmp_tmp_n2kixni_session1_training1_no_hints.dfy,failed
658,dafny-workout_tmp_tmp0abkw6f8_starter_ex01_no_hints.dfy,0
659,dafny-workout_tmp_tmp0abkw6f8_starter_ex02_no_hints.dfy,0
660,dafny-workout_tmp_tmp0abkw6f8_starter_ex03_no_hints.dfy,0
661,dafny-workout_tmp_tmp0abkw6f8_starter_ex09_no_hints.dfy,1
662,dafny-workout_tmp_tmp0abkw6f8_starter_ex12_no_hints.dfy,1
663,dafny_examples_tmp_tmp8qotd4ez_leetcode_0001-two-sum_no_hints.dfy,failed
664,dafny_examples_tmp_tmp8qotd4ez_leetcode_0027-remove-element_no_hints.dfy,failed
665,dafny_examples_tmp_tmp8qotd4ez_leetcode_0069-sqrt_no_hints.dfy,5
666,dafny_examples_tmp_tmp8qotd4ez_leetcode_0070-climbing-stairs_no_hints.dfy,6
667,dafny_examples_tmp_tmp8qotd4ez_leetcode_0277-find-the-celebrity_no_hints.dfy,failed
668,dafny_examples_tmp_tmp8qotd4ez_lib_math_DivMod_no_hints.dfy,failed
669,dafny_examples_tmp_tmp8qotd4ez_test_shuffle_no_hints.dfy,failed
670,dafny_experiments_tmp_tmpz29_3_3i_circuit_no_hints.dfy,failed
671,dafny_misc_tmp_tmpg4vzlnm1_rosetta_code_factorial_no_hints.dfy,1
672,dafny_misc_tmp_tmpg4vzlnm1_rosetta_code_fibonacci_sequence_no_hints.dfy,1
673,dafny_projects_tmp_tmpjutqwjv4_tutorial_tutorial_no_hints.dfy,failed
674,dafny_tmp_tmp2ewu6s7x_ListReverse_no_hints.dfy,failed
675,dafny_tmp_tmp49a6ihvk_m4_no_hints.dfy,1
676,dafny_tmp_tmp59p638nn_examples_GenericSelectionSort_no_hints.dfy,failed
677,dafny_tmp_tmp59p638nn_examples_SelectionSort_no_hints.dfy,failed
678,dafny_tmp_tmp59p638nn_examples_derangement_no_hints.dfy,failed
679,dafny_tmp_tmp59p638nn_examples_minmax2_no_hints.dfy,failed
680,dafny_tmp_tmp59p638nn_examples_realExponent_no_hints.dfy,1
681,eth2-dafny_tmp_tmpcrgexrgb_src_dafny_utils_SetHelpers_no_hints.dfy,failed
682,feup-mfes_tmp_tmp6_a1y5a5_examples_SelectionSort_no_hints.dfy,failed
683,formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs2_gr2_no_hints.dfy,0
684,formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs2_hw1_no_hints.dfy,0
685,formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_no_hints.dfy,failed
686,formal-verification_tmp_tmpoepcssay_strings3_no_hints.dfy,failed
687,formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex1_no_hints.dfy,failed
688,formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex2_no_hints.dfy,0
689,formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex6_no_hints.dfy,failed
690,formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex7_no_hints.dfy,failed
691,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety_no_hints.dfy,failed
692,fv2020-tms_tmp_tmpnp85b47l_simple_tm_no_hints.dfy,failed
693,groupTheory_tmp_tmppmmxvu8h_assignment1_no_hints.dfy,5
694,groupTheory_tmp_tmppmmxvu8h_tutorial2_no_hints.dfy,0
695,groupTheory_tmp_tmppmmxvu8h_yair_yair2_no_hints.dfy,failed
696,iron-sync_tmp_tmps49o3tyz_Impl_CommitterCommitModel_no_hints.dfy,failed
697,iron-sync_tmp_tmps49o3tyz_concurrency_docs_code_ShardedStateMachine_no_hints.dfy,0
698,iron-sync_tmp_tmps49o3tyz_lib_Base_MapRemove_no_hints.dfy,failed
699,ironsync-osdi2023_tmp_tmpx80antoe_lib_Marshalling_Math_no_hints.dfy,failed
700,ironsync-osdi2023_tmp_tmpx80antoe_lib_Math_div_def_no_hints.dfy,failed
701,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays_no_hints.dfy,1
702,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_maps_no_hints.dfy,0
703,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_sets_no_hints.dfy,0
704,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_git-issues_git-issue-1158_no_hints.dfy,2
705,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_git-issues_git-issue-283_no_hints.dfy,0
706,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_git-issues_git-issue-506_no_hints.dfy,0
707,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_git-issues_git-issue-975_no_hints.dfy,1
708,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old2_no_hints.dfy,2
709,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old3_no_hints.dfy,0
710,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_docs_DafnyRef_examples_Example-Old_no_hints.dfy,1
711,laboratory_tmp_tmps8ws6mu2_dafny-tutorial_exercise12_no_hints.dfy,2
712,laboratory_tmp_tmps8ws6mu2_dafny-tutorial_exercise9_no_hints.dfy,1
713,lets-prove-blocking-queue_tmp_tmptd_aws1k_dafny_prod-cons_no_hints.dfy,0
714,libraries_tmp_tmp9gegwhqj_examples_MutableMap_MutableMapDafny_no_hints.dfy,failed
715,llm-verified-eval_tmp_tmpd2deqn_i_dafny_0_no_hints.dfy,failed
716,llm-verified-eval_tmp_tmpd2deqn_i_dafny_160_no_hints.dfy,failed
717,llm-verified-eval_tmp_tmpd2deqn_i_dafny_161_no_hints.dfy,failed
718,llm-verified-eval_tmp_tmpd2deqn_i_dafny_3_no_hints.dfy,failed
719,llm-verified-eval_tmp_tmpd2deqn_i_dafny_5_no_hints.dfy,1
720,llm-verified-eval_tmp_tmpd2deqn_i_dafny_9_no_hints.dfy,failed
721,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1_no_hints.dfy,1
722,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_somatoriov2_no_hints.dfy,1
723,nitwit_tmp_tmplm098gxz_nit_no_hints.dfy,failed
724,paxos_proof_tmp_tmpxpmiksmt_triggers_no_hints.dfy,0
725,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch01_fast_exp_no_hints.dfy,failed
726,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch03_nim_v3_no_hints.dfy,4
727,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch04_inductive_chain_no_hints.dfy,0
728,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch04_invariant_proof_no_hints.dfy,failed
729,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch04_leader_election_no_hints.dfy,failed
730,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch04_toy_consensus_no_hints.dfy,failed
731,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_ch06_refinement_proof_no_hints.dfy,failed
732,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_02-triggers_triggers2_no_hints.dfy,0
733,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_lemma_call_no_hints.dfy,0
734,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair_no_hints.dfy,2
735,protocol-verification-fa2023_tmp_tmpw6hy3mjp_exercises_chapter04-invariants_ch03exercise03_no_hints.dfy,failed
736,pucrs-metodos-formais-t1_tmp_tmp7gvq3cw4_fila_no_hints.dfy,failed
737,repo-8967-Ironclad_tmp_tmp4q25en_1_ironclad-apps_src_Dafny_Libraries_Util_seqs_simple_no_hints.dfy,1
738,sat_dfy_tmp_tmpfcyj8am9_dfy_Seq_no_hints.dfy,failed
739,se2011_tmp_tmp71eb82zt_ass1_ex4_no_hints.dfy,1
740,se2011_tmp_tmp71eb82zt_ass1_ex6_no_hints.dfy,0
741,se2011_tmp_tmp71eb82zt_ass2_ex2_no_hints.dfy,0
742,software-specification-p1_tmp_tmpz9x6mpxb_BoilerPlate_Ex1_no_hints.dfy,failed
743,software_analysis_tmp_tmpmt6bo9sf_ss_no_hints.dfy,failed
744,specTesting_tmp_tmpueam35lx_examples_binary_search_binary_search_specs_no_hints.dfy,failed
745,specTesting_tmp_tmpueam35lx_examples_increment_decrement_spec_no_hints.dfy,failed
746,specTesting_tmp_tmpueam35lx_examples_max_max_no_hints.dfy,failed
747,specTesting_tmp_tmpueam35lx_examples_sort_sort_no_hints.dfy,failed
748,stunning-palm-tree_tmp_tmpr84c2iwh_ch10_no_hints.dfy,failed
749,stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints.dfy,0
750,stunning-palm-tree_tmp_tmpr84c2iwh_ch5_no_hints.dfy,failed
751,stunning-palm-tree_tmp_tmpr84c2iwh_ch8_no_hints.dfy,0
752,summer-school-2020_tmp_tmpn8nf7zf0_chapter01_solutions_exercise04_solution_no_hints.dfy,0
753,summer-school-2020_tmp_tmpn8nf7zf0_chapter01_solutions_exercise11_solution_no_hints.dfy,failed
754,summer-school-2020_tmp_tmpn8nf7zf0_chapter02_solutions_exercise01_solution_no_hints.dfy,0
755,summer-school-2020_tmp_tmpn8nf7zf0_chapter02_solutions_exercise02_solution_no_hints.dfy,failed
756,summer-school-2020_tmp_tmpn8nf7zf0_chapter02_solutions_exercise03_solution_no_hints.dfy,failed
757,t1_MF_tmp_tmpi_sqie4j_exemplos_classes_parte1_contadorV1b_no_hints.dfy,0
758,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_arrays_ex4_no_hints.dfy,1
759,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_arrays_ex5_no_hints.dfy,1
760,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5_no_hints.dfy,failed
761,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_sequences_ex3_no_hints.dfy,3
762,t1_MF_tmp_tmpi_sqie4j_exemplos_introducao_ex4_no_hints.dfy,1
763,tangent-finder_tmp_tmpgyzf44ve_circles_no_hints.dfy,failed
764,test-generation-examples_tmp_tmptwyqofrp_IntegerSet_dafny_IntegerSet_no_hints.dfy,failed
765,test-generation-examples_tmp_tmptwyqofrp_IntegerSet_dafny_Utils_no_hints.dfy,0
766,test-generation-examples_tmp_tmptwyqofrp_ParamTests_dafny_Utils_no_hints.dfy,0
767,test-generation-examples_tmp_tmptwyqofrp_RussianMultiplication_dafny_RussianMultiplication_no_hints.dfy,1
768,type-definition_tmp_tmp71kdzz3p_final_no_hints.dfy,0
769,veri-sparse_tmp_tmp15fywna6_dafny_concurrent_poc_6_no_hints.dfy,failed
770,veri-sparse_tmp_tmp15fywna6_dafny_dspmspv_no_hints.dfy,failed
771,veri-sparse_tmp_tmp15fywna6_dafny_spmv_no_hints.dfy,failed
772,veri-titan_tmp_tmpbg2iy0kf_spec_crypto_fntt512_no_hints.dfy,failed
773,veribetrkv-osdi2020_tmp_tmpra431m8q_docker-hdd_src_veribetrkv-linear_lib_Base_SetBijectivity_no_hints.dfy,failed
774,veribetrkv-osdi2020_tmp_tmpra431m8q_docker-hdd_src_veribetrkv-linear_lib_Base_Sets_no_hints.dfy,failed
775,verification-class_tmp_tmpz9ik148s_2022_chapter05-distributed-state-machines_exercises_UtilitiesLibrary_no_hints.dfy,failed
776,verified-isort_tmp_tmp7hhb8ei__dafny_isort_no_hints.dfy,0
777,verified-using-dafny_tmp_tmp7jatpjyn_longestZero_no_hints.dfy,failed
778,vfag_tmp_tmpc29dxm1j_Verificacion_torneo_no_hints.dfy,0
779,vfag_tmp_tmpc29dxm1j_mergesort_no_hints.dfy,failed
780,vfag_tmp_tmpc29dxm1j_sumar_componentes_no_hints.dfy,failed
781,vmware-verification-2023_tmp_tmpoou5u54i_demos_leader_election_no_hints.dfy,failed
